2023-02-09 11:46:57.969031,b'KEY_RIGHT'
2023-02-09 11:46:58.379718,b'KEY_RIGHT'
2023-02-09 11:46:58.548611,b'KEY_RIGHT'
2023-02-09 11:46:58.942666,b'KEY_LEFT'
2023-02-09 11:46:59.096508,b'KEY_LEFT'
2023-02-09 11:46:59.408596,b'KEY_DOWN'
2023-02-09 11:46:59.582645,b'KEY_DOWN'
2023-02-09 11:46:59.719442,b'KEY_DOWN'
2023-02-09 11:46:59.867567,b'KEY_DOWN'
2023-02-09 11:47:00.001666,b'KEY_DOWN'
2023-02-09 11:47:00.143658,b'KEY_DOWN'
2023-02-09 11:47:00.279113,b'KEY_DOWN'
2023-02-09 11:47:00.415786,b'KEY_DOWN'
2023-02-09 11:47:00.551948,b'KEY_DOWN'
2023-02-09 11:47:00.701908,b'KEY_DOWN'
2023-02-09 11:47:00.839552,b'KEY_DOWN'
2023-02-09 11:47:00.977088,b'KEY_DOWN'
2023-02-09 11:47:01.120483,b'KEY_DOWN'
2023-02-09 11:47:01.264545,b'KEY_DOWN'
2023-02-09 11:47:01.398468,b'KEY_DOWN'
2023-02-09 11:47:01.539589,b'KEY_DOWN'
2023-02-09 11:47:01.882608,b'KEY_DOWN'
2023-02-09 11:47:02.493102,b'KEY_UP'
2023-02-09 11:47:02.680663,b'KEY_UP'
2023-02-09 11:47:02.830563,b'KEY_UP'
2023-02-09 11:47:03.484709,b'KEY_DOWN'
2023-02-09 11:47:03.664354,b'KEY_DOWN'
2023-02-09 11:47:03.826909,b'KEY_DOWN'
2023-02-09 11:47:03.943349,b'KEY_DOWN'
2023-02-09 11:47:04.120636,b'KEY_DOWN'
2023-02-09 11:47:04.223315,b'KEY_DOWN'
2023-02-09 11:47:04.367405,b'KEY_DOWN'
2023-02-09 11:47:04.600335,b'KEY_UP'
2023-02-09 11:47:05.008407,b'KEY_RIGHT'
2023-02-09 11:47:05.172352,b'KEY_RIGHT'
2023-02-09 11:47:05.318345,b'KEY_RIGHT'
2023-02-09 11:47:05.445553,b'KEY_RIGHT'
2023-02-09 11:47:05.946517,b'KEY_RIGHT'
2023-02-09 11:47:06.030228,b'KEY_RIGHT'
2023-02-09 11:47:06.113900,b'KEY_RIGHT'
2023-02-09 11:47:06.198123,b'KEY_RIGHT'
2023-02-09 11:47:06.279861,b'KEY_RIGHT'
2023-02-09 11:47:06.365233,b'KEY_RIGHT'
2023-02-09 11:47:06.448689,b'KEY_RIGHT'
2023-02-09 11:47:06.531748,b'KEY_RIGHT'
2023-02-09 11:47:06.615988,b'KEY_RIGHT'
2023-02-09 11:47:06.699038,b'KEY_RIGHT'
2023-02-09 11:47:06.782062,b'KEY_RIGHT'
2023-02-09 11:47:06.865472,b'KEY_RIGHT'
2023-02-09 11:47:06.949214,b'KEY_RIGHT'
2023-02-09 11:47:07.032247,b'KEY_RIGHT'
2023-02-09 11:47:07.114749,b'KEY_RIGHT'
2023-02-09 11:47:07.200200,b'KEY_RIGHT'
2023-02-09 11:47:07.283994,b'KEY_RIGHT'
2023-02-09 11:47:07.367920,b'KEY_RIGHT'
2023-02-09 11:47:07.451954,b'KEY_RIGHT'
2023-02-09 11:47:07.535260,b'KEY_RIGHT'
2023-02-09 11:47:07.619260,b'KEY_RIGHT'
2023-02-09 11:47:07.703354,b'KEY_RIGHT'
2023-02-09 11:47:07.787981,b'KEY_RIGHT'
2023-02-09 11:47:07.871516,b'KEY_RIGHT'
2023-02-09 11:47:07.955605,b'KEY_RIGHT'
2023-02-09 11:47:08.039530,b'KEY_RIGHT'
2023-02-09 11:47:08.121106,b'KEY_RIGHT'
2023-02-09 11:47:08.206181,b'KEY_RIGHT'
2023-02-09 11:47:08.287774,b'KEY_RIGHT'
2023-02-09 11:47:08.373515,b'KEY_RIGHT'
2023-02-09 11:47:08.456236,b'KEY_RIGHT'
2023-02-09 11:47:08.539600,b'KEY_RIGHT'
2023-02-09 11:47:08.696293,b'KEY_RIGHT'
2023-02-09 11:47:08.885192,b'KEY_RIGHT'
2023-02-09 11:47:09.039180,b'KEY_RIGHT'
2023-02-09 11:47:09.434413,b'KEY_DOWN'
2023-02-09 11:47:09.724047,b'KEY_RIGHT'
2023-02-09 11:47:09.996299,b'KEY_DOWN'
2023-02-09 11:47:10.267228,b'KEY_RIGHT'
2023-02-09 11:47:10.458104,b'KEY_RIGHT'
2023-02-09 11:47:10.740125,b'KEY_DOWN'
2023-02-09 11:47:11.116036,b'KEY_RIGHT'
2023-02-09 11:47:11.179633,b'KEY_UP'
2023-02-09 11:47:12.479212,b'KEY_DOWN'
2023-02-09 11:47:12.762092,b'KEY_UP'
2023-02-09 11:47:12.941179,b'KEY_UP'
2023-02-09 11:47:13.093046,b'KEY_UP'
2023-02-09 11:47:13.279968,b'KEY_RIGHT'
2023-02-09 11:47:13.444083,b'KEY_RIGHT'
2023-02-09 11:47:13.558144,b'KEY_RIGHT'
2023-02-09 11:47:13.720184,b'KEY_RIGHT'
2023-02-09 11:47:13.863024,b'KEY_RIGHT'
2023-02-09 11:47:14.005047,b'KEY_RIGHT'
2023-02-09 11:47:14.126076,b'KEY_RIGHT'
2023-02-09 11:47:14.393189,b'KEY_RIGHT'
2023-02-09 11:47:14.537742,b'KEY_RIGHT'
2023-02-09 11:47:14.669133,b'KEY_RIGHT'
2023-02-09 11:47:14.808026,b'KEY_RIGHT'
2023-02-09 11:47:15.381184,b'KEY_DOWN'
2023-02-09 11:47:15.509886,b'KEY_DOWN'
2023-02-09 11:47:15.640042,b'KEY_DOWN'
2023-02-09 11:47:15.789144,b'KEY_DOWN'
2023-02-09 11:47:16.123882,b'KEY_UP'
2023-02-09 11:47:16.288973,b'KEY_UP'
2023-02-09 11:47:16.428042,b'KEY_UP'
2023-02-09 11:47:16.835037,b'KEY_LEFT'
2023-02-09 11:47:16.986144,b'KEY_LEFT'
2023-02-09 11:47:17.148119,b'KEY_LEFT'
2023-02-09 11:47:17.307123,b'KEY_LEFT'
2023-02-09 11:47:17.579988,b'KEY_LEFT'
2023-02-09 11:47:17.737941,b'KEY_LEFT'
2023-02-09 11:47:17.900122,b'KEY_LEFT'
2023-02-09 11:47:18.064020,b'KEY_LEFT'
2023-02-09 11:47:18.194865,b'KEY_LEFT'
2023-02-09 11:47:18.355095,b'KEY_LEFT'
2023-02-09 11:47:18.468622,b'KEY_LEFT'
2023-02-09 11:47:18.680803,b'KEY_DOWN'
2023-02-09 11:47:18.840966,b'KEY_DOWN'
2023-02-09 11:47:18.992229,b'KEY_DOWN'
2023-02-09 11:47:19.111907,b'KEY_DOWN'
2023-02-09 11:47:19.225532,b'KEY_DOWN'
2023-02-09 11:47:19.337846,b'KEY_DOWN'
2023-02-09 11:47:19.471936,b'KEY_DOWN'
2023-02-09 11:47:19.723230,b'KEY_UP'
2023-02-09 11:47:19.989064,b'KEY_RIGHT'
