2023-02-09 11:47:20.968999,b'KEY_RIGHT'
2023-02-09 11:47:21.592982,b'KEY_DOWN'
2023-02-09 11:47:21.997630,b'KEY_DOWN'
2023-02-09 11:47:22.261972,b'KEY_DOWN'
2023-02-09 11:47:22.380973,b'KEY_DOWN'
2023-02-09 11:47:22.721789,b'KEY_LEFT'
2023-02-09 11:47:22.952848,b'KEY_DOWN'
2023-02-09 11:47:23.345849,b'KEY_UP'
2023-02-09 11:47:23.682538,b'KEY_LEFT'
2023-02-09 11:47:24.045819,b'KEY_DOWN'
