2023-02-09 11:46:53.526856,1,0,0,x,2,2097152
2023-02-09 11:46:53.527243,1,0,1,x,2,2097152
2023-02-09 11:46:53.527300,1,0,2,x,2,2097152
2023-02-09 11:46:53.527354,1,0,3,x,2,2097152
2023-02-09 11:46:53.527406,1,0,4,x,2,2097152
2023-02-09 11:46:53.527459,1,0,5,x,2,2097152
2023-02-09 11:46:53.527511,1,0,6,x,2,2097152
2023-02-09 11:46:53.527564,1,0,7,x,2,2097152
2023-02-09 11:46:53.527616,1,0,8,x,2,2097152
2023-02-09 11:46:53.527668,1,0,9,x,2,2097152
2023-02-09 11:46:53.527720,1,0,10,x,2,2097152
2023-02-09 11:46:53.527772,1,0,11,x,2,2097152
2023-02-09 11:46:53.527824,1,0,12,x,2,2097152
2023-02-09 11:46:53.527876,1,0,13,x,2,2097152
2023-02-09 11:46:53.527928,1,0,14,x,2,2097152
2023-02-09 11:46:53.527979,1,0,15,x,2,2097152
2023-02-09 11:46:53.528032,1,0,16,x,2,2097152
2023-02-09 11:46:53.528084,1,0,17,x,2,2097152
2023-02-09 11:46:53.528136,1,0,18,x,2,2097152
2023-02-09 11:46:53.528188,1,0,19,x,2,2097152
2023-02-09 11:46:53.528240,1,0,20,x,2,2097152
2023-02-09 11:46:53.528291,1,0,21,x,2,2097152
2023-02-09 11:46:53.528343,1,0,22,x,2,2097152
2023-02-09 11:46:53.528394,1,0,23,x,2,2097152
2023-02-09 11:46:53.528479,1,0,24,x,2,2097152
2023-02-09 11:46:53.528568,1,0,25,x,2,2097152
2023-02-09 11:46:53.528665,1,0,26,x,2,2097152
2023-02-09 11:46:53.528754,1,0,27,x,2,2097152
2023-02-09 11:46:53.528843,1,0,28,x,2,2097152
2023-02-09 11:46:53.528933,1,0,29,x,2,2097152
2023-02-09 11:46:53.529022,1,0,30,x,2,2097152
2023-02-09 11:46:53.529083,1,0,31,x,2,2097152
2023-02-09 11:46:53.529135,1,0,32,x,2,2097152
2023-02-09 11:46:53.529187,1,0,33,x,2,2097152
2023-02-09 11:46:53.529238,1,0,34,x,2,2097152
2023-02-09 11:46:53.529290,1,0,35,x,2,2097152
2023-02-09 11:46:53.529342,1,0,36,x,2,2097152
2023-02-09 11:46:53.529393,1,0,37,x,2,2097152
2023-02-09 11:46:53.529445,1,0,38,x,2,2097152
2023-02-09 11:46:53.529496,1,0,39,x,2,2097152
2023-02-09 11:46:53.529548,1,0,40,x,2,2097152
2023-02-09 11:46:53.529599,1,0,41,x,2,2097152
2023-02-09 11:46:53.529651,1,0,42,x,2,2097152
2023-02-09 11:46:53.529702,1,0,43,x,2,2097152
2023-02-09 11:46:53.529755,1,0,44,x,2,2097152
2023-02-09 11:46:53.529806,1,0,45,x,2,2097152
2023-02-09 11:46:53.529858,1,0,46,x,2,2097152
2023-02-09 11:46:53.529909,1,0,47,x,2,2097152
2023-02-09 11:46:53.529961,1,0,48,x,2,2097152
2023-02-09 11:46:53.530015,1,1,0,x,2,2097152
2023-02-09 11:46:53.530066,1,1,1, ,3,0
2023-02-09 11:46:53.530116,1,1,2, ,3,0
2023-02-09 11:46:53.530167,1,1,3, ,3,0
2023-02-09 11:46:53.530217,1,1,4, ,3,0
2023-02-09 11:46:53.530268,1,1,5, ,3,0
2023-02-09 11:46:53.530318,1,1,6, ,3,0
2023-02-09 11:46:53.530368,1,1,7, ,3,0
2023-02-09 11:46:53.530419,1,1,8, ,3,0
2023-02-09 11:46:53.530469,1,1,9, ,3,0
2023-02-09 11:46:53.530519,1,1,10, ,3,0
2023-02-09 11:46:53.530570,1,1,11, ,3,0
2023-02-09 11:46:53.530620,1,1,12, ,3,0
2023-02-09 11:46:53.530670,1,1,13, ,3,0
2023-02-09 11:46:53.530720,1,1,14, ,3,0
2023-02-09 11:46:53.530771,1,1,15, ,3,0
2023-02-09 11:46:53.530821,1,1,16, ,3,0
2023-02-09 11:46:53.530871,1,1,17, ,3,0
2023-02-09 11:46:53.530922,1,1,18, ,3,0
2023-02-09 11:46:53.530972,1,1,19, ,3,0
2023-02-09 11:46:53.531023,1,1,20, ,3,0
2023-02-09 11:46:53.531073,1,1,21, ,3,0
2023-02-09 11:46:53.531123,1,1,22, ,3,0
2023-02-09 11:46:53.531173,1,1,23, ,3,0
2023-02-09 11:46:53.531223,1,1,24, ,3,0
2023-02-09 11:46:53.531274,1,1,25, ,3,0
2023-02-09 11:46:53.531324,1,1,26, ,3,0
2023-02-09 11:46:53.531397,1,1,27, ,3,0
2023-02-09 11:46:53.531448,1,1,28, ,3,0
2023-02-09 11:46:53.531499,1,1,29, ,3,0
2023-02-09 11:46:53.531549,1,1,30, ,3,0
2023-02-09 11:46:53.531599,1,1,31, ,3,0
2023-02-09 11:46:53.531649,1,1,32, ,3,0
2023-02-09 11:46:53.531699,1,1,33, ,3,0
2023-02-09 11:46:53.531750,1,1,34, ,3,0
2023-02-09 11:46:53.531800,1,1,35, ,3,0
2023-02-09 11:46:53.531851,1,1,36, ,3,0
2023-02-09 11:46:53.531901,1,1,37, ,3,0
2023-02-09 11:46:53.531951,1,1,38, ,3,0
2023-02-09 11:46:53.532001,1,1,39, ,3,0
2023-02-09 11:46:53.532051,1,1,40, ,3,0
2023-02-09 11:46:53.532102,1,1,41, ,3,0
2023-02-09 11:46:53.532152,1,1,42, ,3,0
2023-02-09 11:46:53.532202,1,1,43, ,3,0
2023-02-09 11:46:53.532252,1,1,44, ,3,0
2023-02-09 11:46:53.532303,1,1,45, ,3,0
2023-02-09 11:46:53.532353,1,1,46, ,3,0
2023-02-09 11:46:53.532403,1,1,47, ,3,0
2023-02-09 11:46:53.532454,1,1,48,x,2,2097152
2023-02-09 11:46:53.532507,1,2,0,x,2,2097152
2023-02-09 11:46:53.532557,1,2,1, ,3,0
2023-02-09 11:46:53.532607,1,2,2, ,3,0
2023-02-09 11:46:53.532657,1,2,3, ,3,0
2023-02-09 11:46:53.532706,1,2,4, ,3,0
2023-02-09 11:46:53.532756,1,2,5, ,3,0
